UID,Institution,Applican ID,PEP,Criminal,Expected employment key,Expected occupation key
26603,TW,16944,NULL,NULL,C,047
26607,TW,16948,NULL,NULL,C,057
26645,CAYMAN,16986,NULL,NULL,C,047
26703,CAYMAN,17044,NULL,NULL,C,047
26737,CAYMAN,17078,NULL,NULL,C,047
26743,CAYMAN,17084,NULL,NULL,C,027
26773,TW,17114,NULL,NULL,C,015
26777,CAYMAN,17118,NULL,NULL,C,045
26782,CAYMAN,17123,NULL,NULL,C,003
26783,TW,17124,NULL,NULL,C,015
26804,CAYMAN,17145,NULL,NULL,C,031
26805,CAYMAN,17146,NULL,NULL,C,047
26809,CAYMAN,17150,NULL,NULL,C,052
26814,CAYMAN,17155,NULL,NULL,C,047
26833,TW,17174,NULL,NULL,C,027
26835,TW,17176,NULL,NULL,C,057
26849,TW,17190,NULL,NULL,C,004
26851,TW,17192,NULL,NULL,C,066
26856,TW,17197,NULL,NULL,C,015
26875,TW,17216,NULL,NULL,C,031
26885,CAYMAN,17226,NULL,NULL,C,047
26891,CAYMAN,17232,NULL,NULL,C,009
26895,TW,17236,NULL,NULL,C,003
26899,TW,17240,NULL,NULL,C,027
26900,CAYMAN,17241,NULL,NULL,C,047
26903,CAYMAN,17244,NULL,NULL,C,055
26906,TW,17247,NULL,NULL,C,003
26908,TW,17249,NULL,NULL,C,027
26915,CAYMAN,17256,NULL,NULL,C,009
26982,CAYMAN,17323,NULL,NULL,C,021
26983,CAYMAN,17324,NULL,NULL,C,009
26997,CAYMAN,17338,NULL,NULL,C,062
26998,TW,17339,NULL,NULL,C,055
27016,TW,17357,NULL,NULL,C,047
27030,TW,17371,NULL,NULL,C,047
27038,TW,17379,NULL,NULL,C,047
27049,TW,17390,NULL,NULL,C,031
27076,CAYMAN,17417,NULL,NULL,C,031
27084,CAYMAN,17425,NULL,NULL,C,066
27114,CAYMAN,17455,NULL,NULL,C,047
27133,TW,17474,NULL,NULL,C,047
27177,TW,17518,NULL,NULL,C,062
27185,TW,17526,NULL,NULL,C,027
27243,CAYMAN,17584,NULL,NULL,C,047
27283,TW,17624,NULL,NULL,C,015
27287,TW,17628,NULL,NULL,C,015
27291,TW,17632,NULL,NULL,C,047
27376,CAYMAN,17717,NULL,NULL,C,052
27388,CAYMAN,17729,NULL,NULL,C,003
27391,TW,17732,NULL,NULL,C,027
27393,TW,17734,NULL,NULL,C,062
27396,CAYMAN,17737,NULL,NULL,C,003
27401,TW,17742,NULL,NULL,C,066
27402,CAYMAN,17743,NULL,NULL,C,009
27406,CAYMAN,17747,NULL,NULL,C,031
27421,CAYMAN,17762,NULL,NULL,C,055
27439,CAYMAN,17780,NULL,NULL,C,005
27483,CAYMAN,17824,NULL,NULL,C,066
27499,TW,17840,NULL,NULL,C,021
27501,TW,17842,NULL,NULL,C,015
27507,TW,17848,NULL,NULL,C,058
27512,CAYMAN,17853,NULL,NULL,C,055
27515,TW,17856,NULL,NULL,C,047
27524,TW,17865,NULL,NULL,C,031
27532,CAYMAN,17873,NULL,NULL,C,003
27538,TW,17879,NULL,NULL,C,047
27554,CAYMAN,17895,NULL,NULL,C,047
27577,TW,17918,NULL,NULL,C,062
27600,CAYMAN,17941,NULL,NULL,C,047
27602,CAYMAN,17943,NULL,NULL,C,009
27624,CAYMAN,17965,NULL,NULL,C,055
27625,CAYMAN,17966,NULL,NULL,C,071
27701,TW,18042,NULL,NULL,C,021
27717,CAYMAN,18058,NULL,NULL,C,055
27759,TW,18100,NULL,NULL,C,047
27776,CAYMAN,18117,NULL,NULL,C,071
27778,TW,18119,NULL,NULL,C,003
27806,TW,18147,NULL,NULL,C,047
27827,TW,18168,NULL,NULL,C,062
27828,TW,18169,NULL,NULL,C,062
27845,CAYMAN,18186,NULL,NULL,C,058
27859,CAYMAN,18200,NULL,NULL,C,047
27866,TW,18207,NULL,NULL,C,021
27869,TW,18210,NULL,NULL,C,009
27871,CAYMAN,18212,NULL,NULL,C,066
27879,CAYMAN,18220,NULL,NULL,C,003
27883,CAYMAN,18224,NULL,NULL,C,047
27896,CAYMAN,18237,NULL,NULL,C,031
27905,CAYMAN,18246,NULL,NULL,C,062
27910,TW,18251,NULL,NULL,C,003
27914,CAYMAN,18255,NULL,NULL,C,057
27916,CAYMAN,18257,NULL,NULL,C,004
27931,CAYMAN,18272,NULL,NULL,C,047
27946,CAYMAN,18287,NULL,NULL,C,003
27955,TW,18296,NULL,NULL,C,057
27957,CAYMAN,18298,NULL,NULL,C,003
27992,CAYMAN,18333,NULL,NULL,C,003
28005,TW,18346,NULL,NULL,C,047
28008,CAYMAN,18349,NULL,NULL,C,047
28017,TW,18358,NULL,NULL,C,003
28022,CAYMAN,18363,NULL,NULL,C,047
28028,TW,18369,NULL,NULL,C,055
28079,CAYMAN,18420,NULL,NULL,C,066
28098,CAYMAN,18439,NULL,NULL,C,055
28106,TW,18447,NULL,NULL,C,015
28107,CAYMAN,18448,NULL,NULL,C,052
28125,CAYMAN,18466,NULL,NULL,C,009
28126,TW,18467,NULL,NULL,C,003
28128,CAYMAN,18469,NULL,NULL,C,009
28133,CAYMAN,18474,NULL,NULL,C,009
28138,CAYMAN,18479,NULL,NULL,C,047
28145,TW,18486,NULL,NULL,C,015
28160,CAYMAN,18501,NULL,NULL,C,057
28177,CAYMAN,18518,NULL,NULL,C,031
28265,CAYMAN,18606,NULL,NULL,C,009
28270,TW,18611,NULL,NULL,C,047
28286,CAYMAN,18627,NULL,NULL,C,009
28290,CAYMAN,18631,NULL,NULL,C,009
28295,CAYMAN,18636,NULL,NULL,C,009
28301,TW,18642,NULL,NULL,C,055
28314,CAYMAN,18655,NULL,NULL,C,009
28317,CAYMAN,18658,NULL,NULL,C,003
28323,CAYMAN,18664,NULL,NULL,C,047
28373,CAYMAN,18714,NULL,NULL,C,036
28392,CAYMAN,18733,NULL,NULL,C,009
28406,TW,18747,NULL,NULL,C,057
28444,CAYMAN,18785,NULL,NULL,C,003
28449,CAYMAN,18790,NULL,NULL,C,045
28463,TW,18804,NULL,NULL,C,021
28475,CAYMAN,18816,NULL,NULL,C,027
28483,TW,18824,NULL,NULL,C,009
28521,CAYMAN,18862,NULL,NULL,C,003
28532,TW,18873,NULL,NULL,C,066
28535,CAYMAN,18876,NULL,NULL,C,055
28537,CAYMAN,18878,NULL,NULL,C,066
28545,TW,18886,NULL,NULL,C,027
28554,CAYMAN,18895,NULL,NULL,C,062
28557,CAYMAN,18898,NULL,NULL,C,047
28559,CAYMAN,18900,NULL,NULL,C,052
28575,TW,18916,NULL,NULL,C,062
28577,TW,18918,NULL,NULL,C,047
28579,TW,18920,NULL,NULL,C,047
28585,CAYMAN,18926,NULL,NULL,C,053
28624,TW,18965,NULL,NULL,C,037
28637,CAYMAN,18978,NULL,NULL,C,021
28641,CAYMAN,18982,NULL,NULL,C,047
28644,CAYMAN,18985,NULL,NULL,C,003
28646,TW,18987,NULL,NULL,C,057
28669,TW,19010,NULL,NULL,C,047
28697,CAYMAN,19038,NULL,NULL,C,047
28726,CAYMAN,19067,NULL,NULL,C,058
28751,TW,19092,NULL,NULL,C,003
28772,TW,19113,NULL,NULL,C,055
28777,TW,19118,NULL,NULL,C,037
28790,TW,19131,NULL,NULL,C,047
28792,CAYMAN,19133,NULL,NULL,C,015
28815,TW,19156,NULL,NULL,C,001
28828,CAYMAN,19169,NULL,NULL,C,003
28842,TW,19183,NULL,NULL,C,021
28845,TW,19186,NULL,NULL,C,021
28869,CAYMAN,19210,NULL,NULL,C,003
28872,TW,19213,NULL,NULL,C,052
28894,TW,19235,NULL,NULL,C,047
28904,CAYMAN,19245,NULL,NULL,C,053
28907,TW,19248,NULL,NULL,C,047
28914,TW,19255,NULL,NULL,C,015
28918,CAYMAN,19259,NULL,NULL,C,003
28926,TW,19267,NULL,NULL,C,047
28936,TW,19277,NULL,NULL,C,031
28949,CAYMAN,19290,NULL,NULL,C,047
28952,TW,19293,NULL,NULL,C,047
28976,CAYMAN,19317,NULL,NULL,C,057
28979,CAYMAN,19320,NULL,NULL,C,003
28982,TW,19323,NULL,NULL,C,066
28992,TW,19333,NULL,NULL,C,003
29007,TW,19348,NULL,NULL,C,027
29028,TW,19369,NULL,NULL,C,047
29032,TW,19373,NULL,NULL,C,009
29037,CAYMAN,19378,NULL,NULL,C,047
29051,TW,19392,NULL,NULL,C,055
29052,CAYMAN,19393,NULL,NULL,C,071
29066,TW,19407,NULL,NULL,C,004
29081,TW,19422,NULL,NULL,C,055
29127,CAYMAN,19468,NULL,NULL,C,003
29133,TW,19474,NULL,NULL,C,003
29140,TW,19481,NULL,NULL,C,004
29145,TW,19486,NULL,NULL,C,021
29151,TW,19492,NULL,NULL,C,015
29166,TW,19507,NULL,NULL,C,057
29172,TW,19513,NULL,NULL,C,047
29174,TW,19515,NULL,NULL,C,003
29181,TW,19522,NULL,NULL,C,003
29185,CAYMAN,19526,NULL,NULL,C,003
29186,TW,19527,NULL,NULL,C,004
29201,TW,19542,NULL,NULL,C,057
29206,TW,19547,NULL,NULL,C,004
29224,TW,19565,NULL,NULL,C,047
29227,TW,19568,NULL,NULL,C,047
29232,TW,19573,NULL,NULL,C,015
29249,TW,19590,NULL,NULL,C,003
29250,TW,19591,NULL,NULL,C,003
29298,CAYMAN,19639,NULL,NULL,C,047
29309,TW,19650,NULL,NULL,C,055
29333,TW,19674,NULL,NULL,C,066
29379,TW,19720,NULL,NULL,C,055
29381,TW,19722,NULL,NULL,C,031
29384,TW,19725,NULL,NULL,C,071
29428,TW,19769,NULL,NULL,C,047
29462,TW,19803,NULL,NULL,C,027
29468,TW,19809,NULL,NULL,C,021
29504,TW,19845,NULL,NULL,C,003
29522,CAYMAN,19863,NULL,NULL,C,004
29555,TW,19896,NULL,NULL,C,031
29564,TW,19905,NULL,NULL,C,027
29581,TW,19922,NULL,NULL,C,015
29590,CAYMAN,19931,NULL,NULL,C,037
29598,TW,19939,NULL,NULL,C,052
29602,TW,19943,NULL,NULL,C,045
29616,TW,19957,NULL,NULL,C,015
29618,TW,19959,NULL,NULL,C,066
29639,TW,19980,NULL,NULL,C,059
29661,TW,20002,NULL,NULL,C,047
29668,CAYMAN,20009,NULL,NULL,C,003
29678,CAYMAN,20019,NULL,NULL,C,058
29692,TW,20033,NULL,NULL,C,047
29695,TW,20036,NULL,NULL,C,004
29703,TW,20044,NULL,NULL,C,066
29705,TW,20046,NULL,NULL,C,047
29725,TW,20066,NULL,NULL,C,003
29730,CAYMAN,20071,NULL,NULL,C,059
29760,CAYMAN,20101,NULL,NULL,C,047
29762,CAYMAN,20103,NULL,NULL,C,003
29768,CAYMAN,20109,NULL,NULL,C,031
29779,TW,20120,NULL,NULL,C,003
29795,TW,20136,NULL,NULL,C,047
29796,TW,20137,NULL,NULL,C,003
29805,TW,20146,NULL,NULL,C,003
29807,TW,20148,NULL,NULL,C,047
29811,TW,20152,NULL,NULL,C,015
29827,TW,20168,NULL,NULL,C,047
29869,TW,20210,NULL,NULL,C,031
29871,TW,20212,NULL,NULL,C,062
29873,TW,20214,NULL,NULL,C,003
29875,TW,20216,NULL,NULL,C,055
29909,TW,20250,NULL,NULL,C,055
29931,TW,20272,NULL,NULL,C,021
29940,TW,20281,NULL,NULL,C,053
29942,CAYMAN,20283,NULL,NULL,C,055
29953,TW,20294,NULL,NULL,C,047
29958,TW,20299,NULL,NULL,C,003
29962,CAYMAN,20303,NULL,NULL,C,052
29971,TW,20312,NULL,NULL,C,021
29986,TW,20327,NULL,NULL,C,003
29990,TW,20331,NULL,NULL,C,055
29994,TW,20335,NULL,NULL,C,031
30009,TW,20350,NULL,NULL,C,003
30017,CAYMAN,20358,NULL,NULL,C,047
30026,TW,20367,NULL,NULL,C,062
30037,TW,20378,NULL,NULL,C,055
30058,CAYMAN,20399,NULL,NULL,C,001
30083,CAYMAN,20424,NULL,NULL,C,009
30091,CAYMAN,20432,NULL,NULL,C,062
30100,TW,20441,NULL,NULL,C,009
30113,CAYMAN,20454,NULL,NULL,C,047
30123,CAYMAN,20464,NULL,NULL,C,003
30159,TW,20500,NULL,NULL,C,004
30160,TW,20501,NULL,NULL,C,015
30161,TW,20502,NULL,NULL,C,027
30183,TW,20524,NULL,NULL,C,053
30200,CAYMAN,20541,NULL,NULL,C,003
30220,CAYMAN,20561,NULL,NULL,C,071
30236,TW,20577,NULL,NULL,C,047
30243,TW,20584,NULL,NULL,C,057
30245,TW,20586,NULL,NULL,C,047
30277,CAYMAN,20618,NULL,NULL,C,055
30278,CAYMAN,20619,NULL,NULL,C,047
30281,CAYMAN,20622,NULL,NULL,C,003
30283,TW,20624,NULL,NULL,C,003
30295,CAYMAN,20636,NULL,NULL,C,057
30315,TW,20656,NULL,NULL,C,003
30321,TW,20662,NULL,NULL,C,009
30324,TW,20665,NULL,NULL,C,047
30339,TW,20680,NULL,NULL,C,009
30348,CAYMAN,20689,NULL,NULL,C,047
30357,CAYMAN,20698,NULL,NULL,C,003
30365,CAYMAN,20706,NULL,NULL,C,031
30388,TW,20729,NULL,NULL,C,015
30397,TW,20738,NULL,NULL,C,047
30409,CAYMAN,20750,NULL,NULL,C,047
30419,CAYMAN,20760,NULL,NULL,C,015
30439,CAYMAN,20780,NULL,NULL,C,047
30473,CAYMAN,20814,NULL,NULL,C,003
30481,CAYMAN,20822,NULL,NULL,C,066
30505,CAYMAN,20846,NULL,NULL,C,004
30507,CAYMAN,20848,NULL,NULL,C,021
30509,TW,20850,NULL,NULL,C,047
30514,TW,20855,NULL,NULL,C,047
30516,CAYMAN,20857,NULL,NULL,C,009
30527,CAYMAN,20868,NULL,NULL,C,003
30581,TW,20922,NULL,NULL,C,062
30634,TW,20975,NULL,NULL,C,027
30647,TW,20988,NULL,NULL,C,015
30657,TW,20998,NULL,NULL,C,057
30674,TW,21015,NULL,NULL,C,003
30690,TW,21031,NULL,NULL,C,015
30715,TW,21056,NULL,NULL,C,052
30718,TW,21059,NULL,NULL,C,031
30724,TW,21065,NULL,NULL,C,015
30731,TW,21072,NULL,NULL,C,027
30741,TW,21082,NULL,NULL,C,047
30755,TW,21096,NULL,NULL,C,015
30758,TW,21099,NULL,NULL,C,055
30766,TW,21107,NULL,NULL,C,062
30787,TW,21128,NULL,NULL,C,062
30803,TW,21144,NULL,NULL,C,055
30830,CAYMAN,21171,NULL,NULL,C,004
30836,TW,21177,NULL,NULL,C,058
30857,CAYMAN,21198,NULL,NULL,C,029
30875,TW,21216,NULL,NULL,C,001
30886,TW,21227,NULL,NULL,C,047
30895,CAYMAN,21236,NULL,NULL,C,047
30927,TW,21268,NULL,NULL,C,047
30930,TW,21271,NULL,NULL,C,027
30938,CAYMAN,21279,NULL,NULL,C,001
30943,CAYMAN,21284,NULL,NULL,C,004
30951,TW,21292,NULL,NULL,C,015
30959,TW,21300,NULL,NULL,C,015
30968,TW,21309,NULL,NULL,C,015
30986,TW,21327,NULL,NULL,C,004
30994,TW,21335,NULL,NULL,C,066
31007,CAYMAN,21348,NULL,NULL,C,001
31064,TW,21405,NULL,NULL,C,027
31086,TW,21427,NULL,NULL,C,003
31089,TW,21430,NULL,NULL,C,031
31106,TW,21447,NULL,NULL,C,031
31109,TW,21450,NULL,NULL,C,015
31123,TW,21464,NULL,NULL,C,003
31126,TW,21467,NULL,NULL,C,003
31132,TW,21473,NULL,NULL,C,055
31163,TW,21504,NULL,NULL,C,003
31177,TW,21518,NULL,NULL,C,047
31178,CAYMAN,21519,NULL,NULL,C,062
31203,TW,21544,NULL,NULL,C,001
31226,CAYMAN,21567,NULL,NULL,C,009
31233,TW,21574,NULL,NULL,C,062
31259,TW,21600,NULL,NULL,C,066
31270,TW,21611,NULL,NULL,C,015
31274,TW,21615,NULL,NULL,C,015
31277,TW,21618,NULL,NULL,C,031
31291,TW,21632,NULL,NULL,C,003
31307,TW,21648,NULL,NULL,C,003
31333,CAYMAN,21674,NULL,NULL,C,003
31336,TW,21677,NULL,NULL,C,004
31358,CAYMAN,21699,NULL,NULL,C,062
31395,TW,21736,NULL,NULL,C,004
31407,CAYMAN,21748,NULL,NULL,C,003
31408,CAYMAN,21749,NULL,NULL,C,071
31437,CAYMAN,21778,NULL,NULL,C,047
31478,CAYMAN,21819,NULL,NULL,C,055
31495,CAYMAN,21836,NULL,NULL,C,052
31500,CAYMAN,21841,NULL,NULL,C,047
31536,CAYMAN,21877,NULL,NULL,C,027
31554,CAYMAN,21895,NULL,NULL,C,027
31572,TW,21913,NULL,NULL,C,015
31621,CAYMAN,21962,NULL,NULL,C,047
31625,TW,21966,NULL,NULL,C,027
31632,TW,21973,NULL,NULL,C,009
31749,TW,22090,NULL,NULL,C,003
31786,CAYMAN,22127,NULL,NULL,C,047
31792,TW,22133,NULL,NULL,C,015
31804,TW,22145,NULL,NULL,C,062
31811,TW,22152,NULL,NULL,C,047
31836,CAYMAN,22177,NULL,NULL,C,031
31838,TW,22179,NULL,NULL,C,031
31855,TW,22196,NULL,NULL,C,031
31876,TW,22217,NULL,NULL,C,047
31889,TW,22230,NULL,NULL,C,047
31936,TW,22277,NULL,NULL,C,001
31942,CAYMAN,22283,NULL,NULL,C,071
31952,CAYMAN,22293,NULL,NULL,C,015
31955,TW,22296,NULL,NULL,C,015
31965,TW,22307,NULL,NULL,C,066
31977,CAYMAN,22319,NULL,NULL,C,047
31979,TW,22321,NULL,NULL,C,062
31994,TW,22336,NULL,NULL,C,003
32060,CAYMAN,22402,NULL,NULL,C,047
32089,CAYMAN,22431,NULL,NULL,C,003
32091,CAYMAN,22433,NULL,NULL,C,047
32092,TW,22434,NULL,NULL,C,047
32134,TW,22476,NULL,NULL,C,062
32150,CAYMAN,22492,NULL,NULL,C,062
32154,TW,22496,NULL,NULL,C,003
32158,CAYMAN,22500,NULL,NULL,C,047
32173,CAYMAN,22515,NULL,NULL,C,003
32179,TW,22521,NULL,NULL,C,027
32203,TW,22545,NULL,NULL,C,057
32212,TW,22554,NULL,NULL,C,027
32241,CAYMAN,22583,NULL,NULL,C,047
32256,TW,22598,NULL,NULL,C,003
32268,TW,22610,NULL,NULL,C,003
32292,TW,22634,NULL,NULL,C,031
32300,CAYMAN,22642,NULL,NULL,C,047
32309,TW,22651,NULL,NULL,C,052
32312,TW,22654,NULL,NULL,C,001
32321,CAYMAN,22663,NULL,NULL,C,031
32325,TW,22667,NULL,NULL,C,009
32326,TW,22668,NULL,NULL,C,003
32334,TW,22676,NULL,NULL,C,003
32340,TW,22682,NULL,NULL,C,057
32350,TW,22692,NULL,NULL,C,001
32364,TW,22706,NULL,NULL,C,021
32376,TW,22718,NULL,NULL,C,047
32397,TW,22739,NULL,NULL,C,031
32405,CAYMAN,22747,NULL,NULL,C,015
32406,CAYMAN,22748,NULL,NULL,C,047
32420,TW,22762,NULL,NULL,C,027
32445,TW,22787,NULL,NULL,C,003
32464,TW,22806,NULL,NULL,C,027
32485,TW,22827,NULL,NULL,C,015
32502,TW,22844,NULL,NULL,C,009
32518,CAYMAN,22860,NULL,NULL,C,055
32530,TW,22872,NULL,NULL,C,066
32535,TW,22877,NULL,NULL,C,004
32542,CAYMAN,22884,NULL,NULL,C,003
32545,CAYMAN,22887,NULL,NULL,C,071
32554,TW,22896,NULL,NULL,C,015
32568,TW,22910,NULL,NULL,C,047
32579,TW,22921,NULL,NULL,C,003
32582,TW,22924,NULL,NULL,C,015
32589,TW,22931,NULL,NULL,C,015
32591,CAYMAN,22933,NULL,NULL,C,071
32619,TW,22961,NULL,NULL,C,029
32636,CAYMAN,22978,NULL,NULL,C,029
32652,CAYMAN,22994,NULL,NULL,C,003
32713,CAYMAN,23055,NULL,NULL,C,003
32721,CAYMAN,23063,NULL,NULL,C,003
32723,CAYMAN,23065,NULL,NULL,C,003
32725,TW,23067,NULL,NULL,C,003
32759,CAYMAN,23101,NULL,NULL,C,027
32768,TW,23110,NULL,NULL,C,031
32779,TW,23121,NULL,NULL,C,047
32804,TW,23146,NULL,NULL,C,001
32807,TW,23149,NULL,NULL,C,009
32814,TW,23156,NULL,NULL,C,047
32822,TW,23164,NULL,NULL,C,047
32824,TW,23166,NULL,NULL,C,027
32827,TW,23169,NULL,NULL,C,027
32839,TW,23181,NULL,NULL,C,062
32886,CAYMAN,23228,NULL,NULL,C,047
32899,TW,23241,NULL,NULL,C,027
32906,TW,23248,NULL,NULL,C,004
32933,TW,23275,NULL,NULL,C,003
33058,CAYMAN,23400,NULL,NULL,C,003
33065,CAYMAN,23407,NULL,NULL,C,053
33068,TW,23410,NULL,NULL,C,037
33075,TW,23417,NULL,NULL,C,047
33093,TW,23435,NULL,NULL,C,021
33117,TW,23459,NULL,NULL,C,009
33136,TW,23478,NULL,NULL,C,054
33143,CAYMAN,23485,NULL,NULL,C,031
33148,TW,23490,NULL,NULL,C,031
33155,TW,23497,NULL,NULL,C,047
33164,CAYMAN,23506,NULL,NULL,C,047
33165,CAYMAN,23507,NULL,NULL,C,047
33168,TW,23510,NULL,NULL,C,015
33170,TW,23512,NULL,NULL,C,058
33172,TW,23514,NULL,NULL,C,057
33174,TW,23516,NULL,NULL,C,047
33176,TW,23518,NULL,NULL,C,003
33186,TW,23528,NULL,NULL,C,015
33187,TW,23529,NULL,NULL,C,062
33200,CAYMAN,23542,NULL,NULL,C,047
33201,TW,23543,NULL,NULL,C,015
33242,TW,23584,NULL,NULL,C,003
33243,TW,23585,NULL,NULL,C,066
33287,TW,23629,NULL,NULL,C,001
33292,CAYMAN,23634,NULL,NULL,C,001
33317,TW,23659,NULL,NULL,C,027
33329,TW,23671,NULL,NULL,C,047
33350,TW,23692,NULL,NULL,C,003
33375,CAYMAN,23717,NULL,NULL,C,021
33392,TW,23734,NULL,NULL,C,004
33438,CAYMAN,23780,NULL,NULL,C,047
33449,TW,23791,NULL,NULL,C,031
33464,TW,23806,NULL,NULL,C,015
33469,CAYMAN,23811,NULL,NULL,C,062
33475,TW,23817,NULL,NULL,C,021
33480,TW,23822,NULL,NULL,C,015
33485,CAYMAN,23827,NULL,NULL,C,047
33492,TW,23834,NULL,NULL,C,037
33505,CAYMAN,23847,NULL,NULL,C,003
33508,TW,23850,NULL,NULL,C,047
33523,CAYMAN,23865,NULL,NULL,C,003
33536,CAYMAN,23878,NULL,NULL,C,003
33538,TW,23880,NULL,NULL,C,031
33541,TW,23883,NULL,NULL,C,047
33542,CAYMAN,23884,NULL,NULL,C,003
33543,CAYMAN,23885,NULL,NULL,C,003
33552,TW,23894,NULL,NULL,C,062
33558,CAYMAN,23900,NULL,NULL,C,052
33560,CAYMAN,23902,NULL,NULL,C,047
33563,CAYMAN,23905,NULL,NULL,C,009
33576,TW,23918,NULL,NULL,C,015
33589,TW,23931,NULL,NULL,C,066
33602,TW,23944,NULL,NULL,C,029
33609,TW,23951,NULL,NULL,C,009
33653,TW,23995,NULL,NULL,C,037
33661,TW,24003,NULL,NULL,C,003
33672,CAYMAN,24014,NULL,NULL,C,003
33678,CAYMAN,24020,NULL,NULL,C,062
33725,CAYMAN,24067,NULL,NULL,C,003
33727,CAYMAN,24069,NULL,NULL,C,062
33740,CAYMAN,24082,NULL,NULL,C,047
33747,CAYMAN,24089,NULL,NULL,C,047
33754,CAYMAN,24096,NULL,NULL,C,047
33755,CAYMAN,24097,NULL,NULL,C,055
33763,TW,24105,NULL,NULL,C,031
33774,TW,24116,NULL,NULL,C,047
33779,TW,24121,NULL,NULL,C,015
33803,TW,24145,NULL,NULL,C,009
33838,CAYMAN,24180,NULL,NULL,C,047
33840,TW,24182,NULL,NULL,C,052
33844,TW,24186,NULL,NULL,C,015
33900,TW,24242,NULL,NULL,C,042
33911,TW,24253,NULL,NULL,C,004
33923,TW,24265,NULL,NULL,C,052
33930,TW,24272,NULL,NULL,C,047
33932,CAYMAN,24274,NULL,NULL,C,047
33933,TW,24275,NULL,NULL,C,027
33935,TW,24277,NULL,NULL,C,004
33939,TW,24281,NULL,NULL,C,001
33946,TW,24288,NULL,NULL,C,057
33948,TW,24290,NULL,NULL,C,053
34006,CAYMAN,24348,NULL,NULL,C,062
34008,CAYMAN,24350,NULL,NULL,C,047
34011,CAYMAN,24353,NULL,NULL,C,047
34038,TW,24380,NULL,NULL,C,003
34049,TW,24391,NULL,NULL,C,015
34052,TW,24394,NULL,NULL,C,027
34061,TW,24403,NULL,NULL,C,027
34068,TW,24410,NULL,NULL,C,037
34075,CAYMAN,24417,NULL,NULL,C,015
34086,TW,24428,NULL,NULL,C,058
34118,TW,24460,NULL,NULL,C,015
34127,TW,24469,NULL,NULL,C,003
34148,TW,24490,NULL,NULL,C,052
34156,TW,24498,NULL,NULL,C,057
34157,CAYMAN,24499,NULL,NULL,C,045
34167,TW,24509,NULL,NULL,C,015
34176,CAYMAN,24518,NULL,NULL,C,003
34186,CAYMAN,24528,NULL,NULL,C,047
34199,TW,24541,NULL,NULL,C,015
34207,TW,24549,NULL,NULL,C,003
34209,TW,24551,NULL,NULL,C,015
34217,TW,24559,NULL,NULL,C,027
34218,CAYMAN,24560,NULL,NULL,C,003
34222,TW,24564,NULL,NULL,C,071
34227,TW,24569,NULL,NULL,C,057
34239,CAYMAN,24581,NULL,NULL,C,066
34250,TW,24592,NULL,NULL,C,015
34266,TW,24608,NULL,NULL,C,015
34276,CAYMAN,24618,NULL,NULL,C,029
34284,TW,24626,NULL,NULL,C,015
34322,TW,24664,NULL,NULL,C,047
34339,CAYMAN,24681,NULL,NULL,C,021
34345,TW,24687,NULL,NULL,C,058
34356,TW,24698,NULL,NULL,C,047
34357,TW,24699,NULL,NULL,C,015
34358,TW,24700,NULL,NULL,C,021
34362,TW,24704,NULL,NULL,C,003
34368,CAYMAN,24710,NULL,NULL,C,003
34384,CAYMAN,24726,NULL,NULL,C,004
34396,TW,24738,NULL,NULL,C,047
34398,TW,24740,NULL,NULL,C,029
34423,CAYMAN,24765,NULL,NULL,C,003
34425,TW,24767,NULL,NULL,C,001
34433,TW,24775,NULL,NULL,C,001
34435,TW,24777,NULL,NULL,C,066
34446,CAYMAN,24788,NULL,NULL,C,047
34448,TW,24790,NULL,NULL,C,027
34471,TW,24813,NULL,NULL,C,021
34472,TW,24814,NULL,NULL,C,029
34481,TW,24823,NULL,NULL,C,031
34494,TW,24836,NULL,NULL,C,066
34499,TW,24841,NULL,NULL,C,009
34501,TW,24843,NULL,NULL,C,027
34504,CAYMAN,24846,NULL,NULL,C,047
34512,CAYMAN,24854,NULL,NULL,C,047
34518,CAYMAN,24860,NULL,NULL,C,052
34524,CAYMAN,24866,NULL,NULL,C,059
34527,CAYMAN,24869,NULL,NULL,C,052
34547,CAYMAN,24889,NULL,NULL,C,047
34552,CAYMAN,24894,NULL,NULL,C,062
34553,TW,24895,NULL,NULL,C,009
34568,CAYMAN,24910,NULL,NULL,C,047
34580,TW,24922,NULL,NULL,C,015
34588,CAYMAN,24930,NULL,NULL,C,047
34590,CAYMAN,24932,NULL,NULL,C,047
34597,TW,24939,NULL,NULL,C,047
34600,TW,24942,NULL,NULL,C,058
34603,TW,24945,NULL,NULL,C,053
34625,TW,24967,NULL,NULL,C,057
34628,TW,24970,NULL,NULL,C,001
34662,TW,25004,NULL,NULL,C,057
34667,TW,25009,NULL,NULL,C,015
34679,CAYMAN,25021,NULL,NULL,C,047
34698,CAYMAN,25040,NULL,NULL,C,062
34707,TW,25049,NULL,NULL,C,027
34710,CAYMAN,25052,NULL,NULL,C,047
34723,TW,25065,NULL,NULL,C,031
34724,TW,25066,NULL,NULL,C,003
34733,TW,25075,NULL,NULL,C,058
34737,TW,25079,NULL,NULL,C,015
34746,TW,25088,NULL,NULL,C,066
34753,TW,25095,NULL,NULL,C,066
34754,TW,25096,NULL,NULL,C,003
34755,CAYMAN,25097,NULL,NULL,C,001
34776,CAYMAN,25118,NULL,NULL,C,001
34777,CAYMAN,25119,NULL,NULL,C,047
